Unnamed: 0,day,has_5,km8_id,cuadricula_id,area_id,profile,point_id,lng,lat,formatted_address,location_type,applicant_id,user,legal_guardian_id,email,$identify,click_dashboard_menu,click_reg_user-log-in_log-in-button,click_school_pin,close_school_profile,favorite_school_from_list,favorite_school_from_listFavorites,login,map_filter_click,map_grade_click,menu_explore,menu_favorites,open_school_profile,open_school_profile3,outside_close_school_profile,remove_favorite_school_from_list,remove_favorite_school_from_listFavorites,sp_school_leadership,sp_school_performance,sp_school_photo,sp_school_price,sp_school_programs,sp_school_students
11,1,1,151,26,104,2,2067,-74.1485766,4.5074814,"Dg. 93 Sur #18H-29, Bogotá, Colombia",ROOFTOP,234131,2a33f402-e848-4c2c-8dec-a450cba20e74,209933,users_produccion_jardines12@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,153,28,111,5,2209,-74.1240992,4.5038564,"Cl 96A Sur #14-83, Bogotá, Colombia",ROOFTOP,234132,f69703e0-eb87-46d5-9b42-c80455309fa6,209934,users_produccion_jardines13@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,154,29,113,4,2258,-74.0990367,4.4980675,"Cl. 90 Sur # 8C-5, Usme, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234133,203e1815-3318-48c1-a8b4-85106aa42a71,209935,users_produccion_jardines14@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1,155,30,119,3,2367,-74.0829642,4.5028422,"Cl. 89C Sur #20-58, Bogotá, Colombia",ROOFTOP,234134,8705794a-b8d4-4503-9f03-418ac82e5185,209936,users_produccion_jardines15@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,156,31,123,1,2443,-74.0766686,4.4997076,"Cl. 90 Bis Sur #24 Este-60, Bogotá, Colombia",RANGE_INTERPOLATED,234135,b720c8fa-cfd6-4513-bd56-811b50c13336,209937,users_produccion_jardines16@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,1,165,40,157,4,3126,-74.1179218,4.5142148,"Cl 75 Sur #14C-30, Bogotá, Colombia",ROOFTOP,234136,398fba42-02a6-4692-9b3f-a33f870f8b73,209938,users_produccion_jardines17@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,166,41,162,1,3222,-74.0981987,4.5086228,"Cra. 10 Bis Este # 81C-14, Usme, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234137,9e21741c-4e3b-4079-8d31-4f0e67f4c36c,209939,users_produccion_jardines18@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1,167,42,166,3,3312,-74.0831453,4.5085994,"Cra. 21 Este #80b Sur-22, Bogotá, Colombia",RANGE_INTERPOLATED,234138,90a457f0-af61-4dc6-a4c2-eee6134790e1,209940,users_produccion_jardines19@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1,170,45,178,3,3548,-74.2368521,4.5305813,"Tv. 11 #5-68, Sibaté, Soacha, Cundinamarca, Colombia",ROOFTOP,234139,62711774-ab23-41a3-b3f7-18cfc1c83f1f,209941,users_produccion_jardines20@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1,175,50,200,2,3989,-74.1480909,4.538447,"Cra. 18h # 68C-5, Cdad. Bolívar, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234140,b82d44d8-7cb5-406e-beb2-4114e7d1374a,209942,users_produccion_jardines21@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,176,51,204,5,4078,-74.1274656,4.5352421,"Cl. 71 Sur #82, Bogotá, Colombia",ROOFTOP,234141,721202ea-e862-4f1a-8dcf-f2bf17b7001f,209943,users_produccion_jardines22@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,177,52,208,2,4152,-74.10854,4.539258,"Dg. 53a Sur # 2D-68, Usme, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234142,d0b56c1c-6b98-4486-a045-7721470f0205,209944,users_produccion_jardines23@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,178,53,209,4,4179,-74.104593,4.533906,"Cl. 63 Sur # 5-33, Usme, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234143,c5557e52-3fdb-4119-8dae-c315e48c533e,209945,users_produccion_jardines24@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,1,179,54,215,4,4290,-74.083984,4.5431037,"Cra. 13 Bis Este # 43B-16, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234144,e9543e2f-13b9-4f81-a194-e23f45f7dfad,209946,users_produccion_jardines25@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,182,57,226,2,4507,-74.2374507,4.5531454,"40 #26 Sur-290, Soacha, Cundinamarca, Colombia",RANGE_INTERPOLATED,234145,f2c2de84-bd5b-4049-a0a2-3eb095a53cb7,209947,users_produccion_jardines26@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,183,58,231,3,4613,-74.2287701,4.5585447,"Cra. 3 #15, Soacha, Cundinamarca, Colombia",RANGE_INTERPOLATED,234146,0e0f9e4c-de5a-4679-8fdb-36f9ccd3f5ad,209948,users_produccion_jardines27@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,1,185,60,240,2,4787,-74.182599,4.562296,"Cra. 55a Este #45-31, Soacha, Cundinamarca, Colombia",ROOFTOP,234147,032371ec-12ae-4fdb-8152-422b38b44ed9,209949,users_produccion_jardines28@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,1,187,62,245,4,4898,-74.158418,4.546771,"Cra. 26c #71J-85, Bogotá, Colombia",ROOFTOP,234148,a0ab4a0f-1472-40e9-b77e-1e2964d9483f,209950,users_produccion_jardines29@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,1,188,63,250,2,4986,-74.135732,4.545083,"Cl. 71 Sur # 16A BIS B-97, Cdad. Bolívar, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234149,d85b83a7-77cb-4d50-90bf-d8e3ceddb727,209951,users_produccion_jardines30@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,1,189,64,254,3,5074,-74.110746,4.5500322,"Cra. 5b Bis #48-56, Bogotá, Colombia",ROOFTOP,234150,22873afe-5424-46b0-97f5-d9808e611461,209952,users_produccion_jardines31@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,1,190,65,260,2,5185,-74.0963318,4.5577443,"Cl. 36g Sur #1a-29, Bogotá, Colombia",ROOFTOP,234151,d54a6ff3-1910-46b4-bdbd-f3b02a816b4f,209953,users_produccion_jardines32@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,191,66,262,5,5233,-74.0782289,4.5452545,"Cl. 42 Sur # 17B-47, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234152,40a7cbe1-503d-4c85-96bc-50e65de9a169,209954,users_produccion_jardines33@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,1,192,67,267,3,5331,-74.0685605,4.5611551,"Cl. 18 Sur #24-03, Bogotá, Colombia",ROOFTOP,234153,8fbc548d-0b66-4aa2-92c8-f5e95ca53b63,209955,users_produccion_jardines34@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,1,194,69,275,5,5498,-74.248364,4.5757329,"Cra. 15 # 37-187, Soacha, Cundinamarca, Colombia",ROOFTOP,234154,7d8e8be7-3e15-4574-9cc0-98d4d07f9c56,209956,users_produccion_jardines35@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,1,195,70,280,5,5595,-74.218765,4.5724349,"Cl. 7 # 2-18, Soacha, Cundinamarca, Colombia",ROOFTOP,234155,f2c8501e-8cbf-4a43-a00b-0f26e2f9fe63,209957,users_produccion_jardines36@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,1,196,71,284,4,5675,-74.2052158,4.5745694,"Cra. 13 Este #25, Soacha, Cundinamarca, Colombia",ROOFTOP,234156,5ae94125-0598-4c26-8b61-5e2ff4278c97,209958,users_produccion_jardines37@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,1,197,72,288,4,5753,-74.1879668,4.5780859,"Cl. 37 Sur #17c67, Soacha, Cundinamarca, Colombia",ROOFTOP,234157,9df074a1-68d0-493a-b062-35bbb4d4c204,209959,users_produccion_jardines38@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,1,198,73,291,4,5818,-74.174846,4.5768257,"Cra. 75b # 75C-37, Cdad. Bolívar, Soacha, Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234158,4f025525-45d5-4931-919e-539fd1f19791,209960,users_produccion_jardines39@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,1,199,74,295,4,5891,-74.1562682,4.5764745,"Cl. 68b Sur # 48B-24, Cdad. Bolívar, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234159,05638923-2a75-4c25-9ec1-ac8f582398b7,209961,users_produccion_jardines40@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,1,200,75,300,2,5983,-74.1283805,4.5742012,"Cl. 47b Sur #23 - 35, Bogotá, Colombia",ROOFTOP,234160,89257c7a-e27b-4d5b-9ae6-9425e7f2291d,209962,users_produccion_jardines41@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,1,201,76,304,3,6065,-74.114351,4.577778,"Cra. 18b # 32-43, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234161,e81e8ace-7c4e-409b-a31a-d29704df7a83,209963,users_produccion_jardines42@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,1,202,77,305,3,6091,-74.1017854,4.5660367,"Cra. 8a #34-10, Bogotá, Colombia",ROOFTOP,234162,2667abd0-726c-4172-9a2c-97705669104b,209964,users_produccion_jardines43@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,1,203,78,312,5,6238,-74.0786276,4.5756519,"Cra 4 Este #7-58, Bogotá, Colombia",ROOFTOP,234163,1625434d-bf7d-445d-9c15-d4d8acd43e5b,209965,users_produccion_jardines44@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,1,204,79,316,3,6301,-74.0685759,4.5701569,"Cl. 11 Sur #16 Este-39, Bogotá, Colombia",RANGE_INTERPOLATED,234164,0c8bcad3-bc0d-48b0-9f10-b3c135f2bde0,209966,users_produccion_jardines45@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,1,205,80,318,5,6360,-74.249536,4.5796253,"Calle 28B # 7-39, Soacha, Cundinamarca, Colombia",ROOFTOP,234165,fb2a81cc-b0b0-4f68-84fc-fa634b60b512,209967,users_produccion_jardines46@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,1,207,82,326,1,6501,-74.220033,4.589522,"Cl. 13A # 16-4, Soacha, Cundinamarca, Colombia",ROOFTOP,234166,ef5a8988-6bf9-4f49-8608-e39b74f21d0f,209968,users_produccion_jardines47@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,1,208,83,329,3,6570,-74.214765,4.586701,"Cra. 11b # 19-13, Soacha, Cundinamarca, Colombia",ROOFTOP,234167,9407a50d-772f-48fc-8cec-2aeceddf44d3,209969,users_produccion_jardines48@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,1,209,84,336,4,6716,-74.1881088,4.5905925,"Cra. 2 #1056, Soacha, Cundinamarca, Colombia",ROOFTOP,234168,7cb6fcbd-28da-47f6-8608-21ac98750494,209970,users_produccion_jardines49@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,1,210,85,338,2,6744,-74.1695713,4.5862837,"Cl. 63a Sur #13-75, Bogotá, Colombia",ROOFTOP,234169,843cf5a6-2ddb-490c-8bb2-f45c7c6c4663,209971,users_produccion_jardines50@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,1,211,86,344,3,6871,-74.1458447,4.59288,"Dg. 49 Sur #56a2, Bogotá, Colombia",ROOFTOP,234170,5e17fda2-44e6-4022-94e6-2521ab25a0b7,209972,users_produccion_jardines51@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,1,212,87,347,5,6939,-74.141005,4.5927859,"Dg. 47a Sur # 53B-27, Tunjuelito, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234171,e8662a5c-6058-4e38-a1db-7ecfb71a2552,209973,users_produccion_jardines52@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,1,213,88,349,4,6971,-74.1170294,4.5836991,"Cra. 25A # 32A-9, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234172,6991a73b-0753-48a8-a5bf-83f268da09b6,209974,users_produccion_jardines53@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,1,214,89,356,2,7105,-74.0953148,4.5951352,"Cra. 23a #32, Antonio Nariño, Bogotá, Colombia",ROOFTOP,234173,a37a2d0b-b182-4110-b168-0deb1981a113,209975,users_produccion_jardines54@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,1,215,90,359,5,7167,-74.0886351,4.5943302,"Cl. 2 #16-2 a 16-76, Bogotá, Colombia",ROOFTOP,234174,6f69835a-43f6-4273-8975-c544a17a2583,209976,users_produccion_jardines55@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,1,216,91,362,1,7227,-74.0651772,4.5845584,"Cra. 8b Este #5a-70, Bogotá, Colombia",RANGE_INTERPOLATED,234175,6c525a1a-3358-4ea4-b6eb-c9cdfab1034c,209977,users_produccion_jardines56@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,1,217,92,367,2,7322,-74.0589919,4.6006926,"Cra. 1 #20-65, Bogotá, Colombia",ROOFTOP,234176,1e7826e7-5506-4ff4-a329-70c0d9e656ff,209978,users_produccion_jardines57@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,1,218,93,372,1,7423,-74.2269184,4.6094296,"Cra. 38 # 10-306, Vda. Paso Ancho, Soacha, Cundinamarca, Colombia",ROOFTOP,234177,00423e84-8287-4731-aced-5ea0d50b6d4d,209979,users_produccion_jardines58@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,1,219,94,374,3,7476,-74.2220139,4.6070195,"Cl. 16 #13f-33, Soacha, Cundinamarca, Colombia",ROOFTOP,234178,d9f5ad00-cee2-4b9a-a2c9-2fa9a4ff5219,209980,users_produccion_jardines59@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,1,220,95,380,2,7584,-74.204245,4.612978,"Cra. 81g # 77-51, Bosa, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234179,d6866392-4d24-4a3e-9e48-aff52953ae3b,209981,users_produccion_jardines60@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,1,221,96,383,3,7655,-74.1951064,4.6084622,"Cra. 80m # 71C-16, Bosa, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234180,aa15b3e9-5798-4c26-bff9-210102a74397,209982,users_produccion_jardines61@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,1,222,97,388,4,7746,-74.1635002,4.6087227,"Cra. 77q # 46A-26, Kennedy, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234181,a99a507c-6856-48cc-9509-df80db89ca96,209983,users_produccion_jardines62@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,1,223,98,389,2,7772,-74.1601947,4.6075623,"Cl. 44b Bis BSur #73C-22, Bogotá, Colombia",ROOFTOP,234182,a5e2decb-0ba6-452a-ab5f-3528ecc2de05,209984,users_produccion_jardines63@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,1,224,99,395,2,7892,-74.134761,4.609551,"Cra. 68h Bis # 31A-82, Kennedy, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234183,3d7002d1-c574-42fb-8337-818d4762b005,209985,users_produccion_jardines64@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,1,225,100,398,1,7941,-74.1152252,4.6011709,"Cra. 38a # 12-33, Puente Aranda, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234184,3d0130b2-08b8-49c3-bd23-43e3f42eee73,209986,users_produccion_jardines65@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,1,226,101,402,2,8027,-74.0929281,4.6016637,"Tv. 22a # 5B-20, Los Mártires, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234185,ba97dd19-ec94-4141-a9fe-70d6051a6e01,209987,users_produccion_jardines66@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,1,227,102,405,1,8082,-74.088188,4.60501,"Cra 20 # 10A-25, Los Mártires, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234186,855c9edc-05d5-4dda-beb3-9d892daf5391,209988,users_produccion_jardines67@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,1,228,103,410,1,8182,-74.0610918,4.6029193,"Cra. 3 Este #26-85, Santa Fé, Bogotá, Colombia",ROOFTOP,234187,2cb26a52-3c3e-483a-a5a2-1e4eec3eed0b,209989,users_produccion_jardines68@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,1,232,107,427,4,8535,-74.2094217,4.6301436,"Calle 81 Sur #96 - 24, Bogotá, Colombia",ROOFTOP,234188,da15aa16-4404-4d24-86f5-e66ac6831ba4,209990,users_produccion_jardines69@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,1,233,108,432,4,8630,-74.182872,4.6299279,"Cra. 88c # 52B-35, Bosa, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234189,02cebb54-d8f1-41de-8a39-a5ca1eedd7be,209991,users_produccion_jardines70@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,1,234,109,436,1,8701,-74.16253,4.627123,"Cl. 41 Sur #80I-8, Bogotá, Colombia",ROOFTOP,234190,28fba734-2f3e-4bb4-a0d6-c97946c79959,209992,users_produccion_jardines71@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,1,235,110,439,5,8770,-74.1533627,4.6259687,"Cra. 78n # 35C-37, Kennedy, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234191,0d4d2831-e1dc-4100-a74e-f7359ac13461,209993,users_produccion_jardines72@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,1,236,111,444,3,8873,-74.132298,4.63388,"Tv. 71b # 7C-24, Kennedy, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234192,37e19e81-229d-4278-9af6-1690b9487039,209994,users_produccion_jardines73@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,1,237,112,448,4,8956,-74.1117558,4.6263734,"Cra. 53f # 5C-85, Puente Aranda, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234193,ba6aa087-e792-4743-aa5b-3078944a2c8d,209995,users_produccion_jardines74@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,1,238,113,451,2,9008,-74.0986466,4.6305291,"Cra. 44b # 20C-97, Puente Aranda, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia",ROOFTOP,234194,778c3922-b71f-4764-a261-7f1acf9e1c1b,209996,users_produccion_jardines75@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,1,239,114,453,5,9051,-74.082818,4.619962,"Cra 27 #22b14, Bogotá, Colombia",ROOFTOP,234195,5b9d3d7e-d131-4b2a-9f30-aa6a493fa883,209997,users_produccion_jardines76@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,1,240,115,457,5,9138,-74.0637363,4.6203548,"Cra. 5 #340, Bogotá, Colombia",ROOFTOP,234196,5d6b1072-6c10-4e15-abb0-ca83c33db0f4,209998,users_produccion_jardines77@yopmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
